label,review
1,非常好，现在每天都喝，下午一杯柠檬绿茶提神醒脑
0,送餐很快，东西很难吃。有中学外包食堂的水准，卤肉就像炸酱面的卤子用水稀释了一下，配菜就两口，外加半个蛋，没了。
0,味道一般，干干巴巴的，吃到最后有点想吐。不过包装不错，看起来很精致干净。总体来讲，不值20元钱。
0,在约定时间的一个小时后才送到，真的是太慢了，虽然包装好味道棒，但是选择送餐服务，在饥肠辘辘的中午能够准时送到才是最重要的，因为饿了之后味道什么的都是其次，马上吃上饭才是好评的关键
0,"麻辣鸡丝凉拌面没有鸡丝,除了白面条和调味料没有任何别的了,调味也不好吃,太油了,不知道这次咋回事,及第肉松煎饼是辣的,还是传统和鸡柳的好吃"
0,"送的太慢,两小时才到"
1,我要的是肘子的结果送来的是鸡肉的。。不过都挺好吃的，希望店家下次注意。
0,送到的和预定是驴头不对马嘴
1,很好吃，面皮特别有嚼劲儿，酱料也很好吃
0,全是冷的，饺子都快变成冻饺子了
1,送的很快，给的挺多，就是微咸了，包装很有心意，感谢
1,非常负责的快递员，很快很快…
1,少年很可爱—v—
0,丽华又自己做主换肉了！完全不通知消费者！如果喜欢吃其他肉当然点其他的套餐了！不尊重消费者
1,不错，肉很多，包装也挺干净
1,"哈哈哈,好吃"
0,从地图上看到已经在这个小区了，又转到上一个小区。不过外面夏日炎炎，送餐不容易，总算还是吃到了。
1,非常非常非常好
1,不错，还挺好的。百度送餐员态度挺好的
1,四个人吃得很饱，要是能选择尺寸就更好了
0,披萨味道一般，配送人员素质有待提高
1,超级超级好
0,等了98分钟，面陀了。
0,大排真是太少少少了……差点以为是猫粮
1,第一次尝试，味道还不错
0,份量太少～送餐的也不给餐具，无语～
1,"味道很正，很好吃！！不油腻，棒！！,服务也非常好！"
1,很好，很满意，但是这次为什么没有送王老吉呢？昨天还送的
0,"没有勺子,配送好慢,手套少一只,恩"
0,吸管都没有
0,没有蜡烛！没有刀！没有帽子！！差评！
0,送餐速度太慢了！！！
1,。送餐员特好的说话。。。。。。
0,不知道为啥今天送餐速度奇慢无比……
0,菜量比较多，态度也不错，但是菜做的实在不好吃～味道才是关键好吧
1,希望速度能快些
0,玩惩罚游戏的时候可以定，真要当饭吃的话千万别点，难吃的一逼。
0,量少了些，配送时间稍微长了一些。
1,骑着毛驴来送餐的，神一样的速度！！！！
0,第一次吃没拌饭酱的拌饭..
0,我说了要半糖给的全糖的很甜，杯子上也没做半糖标注
1,第一次评价外卖，包装好好，饼很好吃，菜也好吃，粥也好喝，大爱❤️
1,很好，快递特别快快快。
1,非常快，没有肉，估计是不在正餐时间的原因
1,"很好吃,很香,包装也不错的"
1,送货快～一直听说黄太吉～终于品尝了～很好吃
0,买了很多次，一次比一次少了，送餐时间也慢了。
0,真心服了…少送一份…说装的时候少给了…送餐员不核对吗？补送还没到…我们已经上班了！！！
0,极差评，百度你们的配送员太垃圾了。
1,"昨晚十点半送到的，简直感动,多谢卖家"
0,超级难吃，速度和包装倒是不错，不知卷饼怎么做成这样
1,配送及时，味道佳。湖北人必吃
1,没有想到鸡柳沙拉里面有那么多沙拉酱，我本来就感冒了不想吃太腻的，没想到还是吃了。。。
0,"等了两个小时,没按时送,饭都凉了,人也饿过劲了,菜也凉了,不好吃,以后不会再叫"
0,难吃，不健康
0,牛肉根本摇不动，辣白菜五花肉就2片肉再也不会吃了。
0,晚到，不认识路的送餐员
0,啥也不说了，送餐速度是一如既往的......
0,少送一份9元的薯条，配送员还说没有点，想糊弄过去，没想到我拿出了送餐明细。傻眼了，说再去拿，就再也没回来，我想说百度你的配送员在跳单，还是职业的！
1,四季豆不干，外卖很快
0,"特别写了酱油炒饭不加蛋了,结果还是加蛋了"
1,就是煎饼已经软了
1,快递小哥辛苦了！下雨天的真是辛苦您了！给你点赞！
0,"米线好多,没有店里好吃,但是还可以啦"
0,送来的面都黏了，送货太慢了，等了1个半小时才到，从你店到我这10分钟的路程都不到，还能送迟，我就服了。
0,寿司绝对是剩的，太难吃了，冷面硬
0,再也不会定了，不到十一点定的，快一点才到，中途打电话取消，压根不接电话，太恶劣了。送来的卷饼包了两层锡纸，因为第一层包不住汤，又包一层。拆开根本没法吃！木耳跟最开始的味道也不一样了。良心哪去了？！
0,太慢了，一个半小时。系统确认12:11送达，电话告诉我延迟10分钟，最后13:10送达。
1,配送不错、态度也不错
0,红油抄手所有的红油都在盒子外面！煎饼也是包装纸袋开口朝下，三分之一煎饼倒扣在外卖袋中！咱能包装时认真点么？
1,很快，不过
0,披萨太油了，还发现一根头发在上面。
0,要求11点半送到，结果12点半才送到，还都是凉的，理由是下雨…给两分算是给食材和味道点面子
1,两个都很好吃，配送大哥人很好
0,锅包肉做的一点不好吃
0,"太坑了，要了奶黄包,送来两份豆沙包,给客服打电话说补送一份，结果送来还是豆沙包"
0,1个半小时才到
0,"选择宇卷是一场发了疯的订餐.不管输赢我也只会疯这一把.,by一位被牛皮纸袋欺骗的买家"
0,口味还可以，就是量越来越小了
1,小哥很棒，态度很好，才还热着，很好!
1,速度挺快，东西很不错
0,"点的冷的,给热的，点的去冰还放冰。服务员你是困了吗？"
1,木有办法，喜欢吃的手撕包菜还是在店里好吃一些，放餐盒吾的一般。
0,味道很不错，下次继续光临
1,特别好吃，量特大，而且送餐特别快，特别特别棒
1,超级推荐香菇肉丝～～～～～凉拌木耳味道不错～～～
0,"足足完了一个小时,手机一直开机,保持通畅,但回复说因为打不通电话才走的,我已经在网上交过钱了,让我晚了一个小时吃饭,态度还很差,可以放在前台的,为什么要再拿走"
0,快递很赞，食品质量一般
1,好吃，好吃，好吃，重要的事情说三遍。
1,比老家的味道差点，不过还是好评！有时间去店里尝尝
0,天热！饭、肉、菜凉。
0,"没给汤,饭还有点生,不好吃"
1,送餐及时，煎饼还是在店里做完当时吃香。
1,"喝了好几年快乐柠檬,第一次喝曲奇奶茶,个人觉得不好喝,本人还是更喜欢茶类冰饮,给配送员赞一个,大冬天的"
0,"送餐太慢了,等了一个半小时"
1,"小清新的饮料太甜了,很不正常那种甜"
1,大份适合男人和极其饿的女汉子吃哈，我没吃完，很干净卫生！
1,速度真快！饭菜好！我喜欢！
1,太快送到啦！意外啊！赞一个
0,稍微有点儿腻，要是再多些菜就好了，不过总体还是很好吃的。
1,不错挺好吃
0,菜品一般吧
1,"不止一次啦,很好哦,爸爸很喜欢呢"
1,这次很好吃
0,"午休时间总共一个小时,送餐迟到了五十分钟"
0,比预定的时间居然晚了半个小时！！！
0,"除了碰上店家没电等了一个多小时,其他都不错，菜品可很好"
0,这麻酱做的是巨恶心
0,送饭太慢了
0,辛苦送餐师傅。肉夹馍一直都很好吃。
1,很大！吃的好饱
0,"糟糕,继续努力吧"
1,很贴心的包装，食物也很美味，谢谢
0,为什么没有辣椒
0,量是真心不敢恭维哇
0,少送个可乐
1,额，还行吧，下雨天送餐员不容易
0,送餐太慢，面泡的都没味道了
0,真心不好吃，面是坨的，肉夹馍没味道，凉皮油了吧唧，再也不定了
1,忘记评价了，师傅很好！
1,辛苦了，味道不错，比想象的还要好呢！速度巨快！
0,薯霸王还没有中暑给得多！！！简直就是骗子！！！！大骗子！！！
0,送餐太慢等一个半小时
0,汉堡王的东西真的不好吃。。。为送餐大哥点赞
1,百度骑士非常好，赞一个
1,挺快的，味儿也不错
0,袋子都破了
1,送的有点慢，其他不错，好吃，
0,"饼比肉都厚,还干的要死,一点汁都没有,配送的人话都说不明白"
1,炒饭略咸了，味道还是不错的，银耳汤还是那么好喝
0,"商务套餐没有给换了排骨套餐，但是土豆片是脆的,我在想,这是熟了么？别的菜还行,送餐很快"
0,又一次没筷子，不过快递员服务很好，只能说店家太不细致了。味道也很一般
0,"吃起来不方便...,而且似乎有股异味..,闻起来。"
1,送餐很快，味道也不错。
1,分量比较足，但是稍微咸了一点
0,速度很快，味道还不错
1,不错，就是餐盒贵
1,强烈建议添加凉菜，肘子肉很多，京酱肉丝稍微有点水
0,一般，送饭特慢
0,这次虾饺里面居然全是淀粉都没有虾！
0,外卖速度太慢了！
1,挺好哈的，大冷天的，挺快的，还热乎着。
0,汤直接装塑料袋里了，我想问问我该如何倒进盆里？
1,外卖员名字跟我们家名字一样
0,给差评完全因为又一次迟到！我特意提前一个小时打的电话，结果还是晚了那么久！在单位的吃饭时间有限，希望以后可以加强一下时间管理。
0,真难吃，哪有五花肉啊?光是白菜和萝卜丝，这东西还好意思拿出来卖
0,以前的优惠已不再
1,送餐员非常到位，速度也很快，到时餐还是热的。馅饼超好吃，炒饭也不错，就是有点淡，也许是我口味重吧。
1,不错。很迅速
0,等了2个小时才送来，多次催单，想取消订单餐厅电话一直占线。
0,"等了好久好心塞,味道也不怎么样,卷饼不好吃,粥太淡了,卷饼里还有头发丝"
1,好吃，总点，这么多够五个人吃。送的很快。
0,送餐晚不说，打电话没回复，一点沟通都没有，差差差，绝不会再定
1,非常感谢百度外卖的服务，大哥因为找不到地方饶了大半个圈。
1,挺好的，挺快的
1,商家真的很在意备注留言，米饭给的很多，不要辣椒一点辣椒都没放。小黄鱼也没给炸干。就是觉得这次油不太好
1,这次很快，不错，赞了！
1,"很好吃,配送员师傅特别特别好,配送特别快,态度超级棒,一定要表扬这个配送员师傅！！~~~~五分五分~~~"
1,辛苦了，速度快~~~
1,感觉太清淡，而且最好叫店家帮你拌好饭
0,茄子太甜，油太多，牛肉还可以
0,配送师傅态度恶劣
0,餐品没有全部送过来
1,越来越慢了呢
0,味道还可以，就是这送餐时间2个多小时才到，也是醉了！
1,非常好，一元吃上高端卷饼，太霸气
1,百度骑士服务很好，全五分好评
1,很值啊！用来订，味道好吃不腻。
1,超快，很好
0,好评都是刷的吧，送了2小时，粥都变成饭了，卷饼都黏了
0,备注写明要热饮，还送来加冰的！
0,缺斤短两，不知道是你们下单下的少还是绝味鸭脖少给了！客服还一问三不知！如果你们不给出明确的处理办法。会投诉！
1,过程很复杂，东西很好吃，商家还送了一次性手套。
0,"难吃,肉又硬又腻,吃的恶心,差评"
1,非常实惠，不错！
0,点的中辣，送来的次次都是微辣，服了，难道每次都会看错么？
0,"肉太少,全是土豆"
0,饭送到了好凉…
0,送餐太慢，送过来都凉了
0,哎，别的不多说了，吃了拉肚子，大家最好别定这家了。太坑了。
0,素菜做的跟剩菜一样，不如上次好吃了！请及时改善
1,特别好，很礼貌的外卖小哥，赞
0,"根本就没有送,订了两单,商家说根本就没有看到这单子,没看到单子是怎么完成状态的！！！"
0,米线全撒了！都没汤，米线都漏出来了！！巨恶心！
1,还不错啊！很便宜！下次还买
1,很好吃………………送餐很快……推荐
1,好好吃啊-----特准时
0,"还可以,就是花椒放好多啊,味道对我来说淡了点"
0,太慢了，等了两个多小时，而且特别咸
0,鸡蛋皮还在饭里，鸡肉都没有，就给个鸡爪，真心不好吃
0,我说不要冰为什么还是有
0,"明明点的微辣,结果那么辣,简直没法吃"
0,送餐快点就更好了
1,就是粥少了点
0,"菜少水少,什么都给的特别少"
1,送餐姐姐又神速态度又好，给她32个赞
1,真没传说中的那么好吃，也可能是因为我点的是猪肘卷饼的缘故吧。反正菜太少了，肉太多了，尤其是好多肥肉处理的不太好，吃起来腻死了。如果肥肉部分去腻就好了。
1,菜还行，送餐的路不熟，一个小时才到
1,去人大店吃过一次，服务很好
0,点的馒头片没有送…希望下次能补上…
1,好喝。。速度快。。。
0,"炒面还好。回锅肉太肥,米饭太硬"
1,速度快，优惠大，味道佳
1,送餐相当的快，方便乐很多
1,非常方便！很好！
0,"超级慢，16:26下的单，用了1.5个小时才送到,外卖盒以及煎饼的防水纸包装都不错，看起来挺干净,豆腐脑不太喜欢，豆腐太老，也太少，没有嫩滑的味道,煎饼还可以，只是时间太长薄脆不太脆了"
0,味道很好，服务也挺好，就是我下单了四块猪手，送来的只有三块，那一块哪去了？
1,很好！外卖小哥很给力！！！
0,外卖真不适宜点焗饭！
1,嗯，送货师傅依然很负责任呢！
0,垃圾，等了两个小时才送到，都饿死了。再也不买了，垃圾
0,饭菜做的不错，送餐速度有些慢，要是能快些就好了
0,较之前还是吃的时候腊肉量偏少，不知是不是商家减量还是偶然的情况
0,非常不满！！！！搞笑吗？？？汤送过来的时候全都撒掉了，剩下一口不到。仔细看了下，盖子根本就没盖紧，跟快递员没关系，明显是商家打包的时候没盖好盖子，严重不满，气死了！！！！
0,呵呵吧。这配送。简直了。没下次了
0,送的太慢了，菜都凉了。
1,送来的时候粥撒了…不过小哥很帅跟客气…
0,"没有汤,差评"
1,商家因为某个东西售完直接取消了订单，就不能提前打个电话么，白等了半小时。
1,菜量挺大的！快递的速度太给力了！
0,一般般，太腻
1,好吃，很清淡
0,不好吃，说了少辣结果还是超多辣椒，菜花就像没炒熟一样，除了辣味啥味都没有。
1,回锅肉分量很足！很不错！
1,三明治的沙拉酱不太好吃
0,"真心不好吃,宇宙卷饼的口碑彻底毁在拌饭上了"
1,煎饼还是得现做现吃，豆腐脑非常好吃！
1,都不错，宝贝很爱吃，快递小哥辛苦了。
1,没有送水没有送水没有送水
1,准时送达，味道非常鲜美
1,上次说错了，培根味道一般、美式密肉的好吃，真的鲜榨果汁！
1,挺不错的，加油吧，我
1,口味质量俱佳，送餐小伙很不错
1,鸡柳里面的酱吃到后面有点腻
1,配送员人很好
1,"味道一如既往的好,就是粥碗变小了,米也少了说好11:15送达,结果12:30左右才收到"
1,"送餐师傅棒棒哒,怕我冷,东西送到大厅里,好贴心！！！！"
0,订餐94分钟才送到，各种菜都没有，没有就不要接订单。
0,粥不怎么样，少不说味道也不咋的，卖的还贵，饼还可以！
0,"超级无敌慢,等了整整三个小时"
1,手机停机了！我还以为是送餐太迟。。。。都是我的错。。最后托同学带上来了。抱歉抱歉
1,外卖小哥很赞！送的很快养乐多好喝！
1,味道不错，饼里面肉可以少点，菜多点！
1,很不错的味道
1,很好吃，刚开始想着大份会很大，结果想多了
0,"扬州炒饭没第一次点的好吃,好像没放盐,小馒头很干也没给奶油"
0,宫保鸡丁没有花生
1,一般，说实话没有我自己做的好吃好评吧
1,送餐非常慢！但是卷饼确实很好吃哈，包装也好！
0,太难吃了！头一次吃这么难吃的炸鸡，以后不会再买了
0,订了一份餐，1个半小时才送，本来和同事一起定的，只送了一份，还说让我们自己联系，没见过这么差的送餐
0,终于赶在半价以前把晚餐送来了，实在是“感谢”！饭盒一看就是装盖饭的尺寸，如果是这样就不必多花那几块钱。菜的颜色早已不新鲜，看来是吃了中午的剩菜。除了快递员还知道有些不好意思外，实在没有什么可值得称赞的，放了勾芡这些已然没必要再提了。
1,速度快態度好
1,今天还是很快的。。。。
0,稀烂的东西，我吃饭是为什么，我叫外卖是为什么，以后都不会定了，艹
1,还不错~~包装袋子特别棒！还送的有一次性拼图~
0,以前也点过，可是这次量给的少
1,老炮套餐少送个江米条，店家亲自送来了，打电话给快递的时候他说他车没电手机也没电了。
1,皮蛋瘦肉粥好像胡椒放多了，有点辣。鱼香肉丝的卷饼味道不错，但是甜味偏重吃多了有点腻，分量很足
1,"还不错,就是饼皮有点厚"
1,超级快……
0,"我要的热豆浆到了都凉了,想让我拉肚子吗？"
1,非常快非常好
0,我的两个中奖瓶盖拿走后就没有下文了，4元可乐居然是灌装的！！！！
0,东西都凉了，而且1个多小时太宽张了吧
0,东西少了西兰花，菜花，鸡蛋。我写了微麻微辣，结果是超麻超辣。
1,太棒了，速度快，还好吃，只是粥再多一点就好了，希望采纳
1,挺好吃的送的也比较快
0,由于系统问题，订单上留的电话被搞错了，快递迟到1个小时。东西还比较可口，但少了吸管。
1,那个汤的味道是真心的接受不了，其他的还好，味道比较不错。
0,"北菇滑鸡蒸饭只有五块鸡肉。。。五块鸡肉。。。五块。,不会再点了"
0,包装比这个好的别家的都没收费，就这种包装竟然还要收餐盒费。。。微辣的味道刚刚好，就是鸡肉没入味儿。
1,不错～很好！！点了两份，中午下午都有了～
0,定的饭，餐具全是叉子。也没有纸巾。越来越失望。
